English,Nyoro
And he commanded us to preach the gospel to the people and to testify that he is the one whom God has appointed judge of the living and the dead. ,"Kandi akaturagira okutebeza abantu, nokub bakaiso ngu nuwogu Ruhanga ouyataireho okucwera omusango abomezi nabafu. "
But the earth helped the woman; it opened its mouth and swallowed the water that had come from the dragon's mouth. ,"Ensi yakonyera omukazi, ensi yayasama akanwa kayo, yanywa ekyambu ekijoka ekikyatanakire omu kanwa kakyo. "
"The Son of Man will die as the Scriptures say he will, but how terrible for that man who will betray the Son of Man! It would have been better for that man if he had never been born!”",Omwana womuntu nagenda nkokukyamuhandikirwe; baitu zirimubona omuntu ogu aragobeza Omwana womuntu! Kyakubaire kirungi hali ogu kuba atarazairwe. 
Festus spent another eight or ten days with them and then went to Caesarea. On the next day he sat down in the judgment court and ordered Paul to be brought in. ,"Kandi obuyamazireyo owabu ebiro ebitakizire munana rundi ikumi, yasirimuka Kaisaliya; kandi obuire obubwakire nyenkya yaika'ra ha kitebe ekicwerwaho emisango, yaragira okuleta paulo. "
"“I feel sorry for these people, because they have been with me for three days and now have nothing to eat. ","yabagambira ati Ninganyira ebitebe, baitu hati bunu ebiro bisatu baikaire nanyowe, kandi tibanyina byokulya: "
"On that night, I tell you, there will be two people sleeping in the same bed: one will be taken away, the other will be left behind. ","Nimbagambira nti Ha kiro eki baliba babiri ha kitabu kimu; omu alitwarwa, ondi alisigwa. "
"They said to him, “Now we know for sure that you have a demon! Abraham died, and the prophets died, yet you say that whoever obeys your teaching will never die. ","Abayudaya bamugambira ngu Hati bunu twetegerize ngu aloho omuzimu, Iburahimu akafa nabanabi; naiwe nogamba oti omuntu obwakwata ekigambo kyange taliroza ha kufa ebiro nebiro. "
" If you belong to Christ, then you are the descendants of Abraham and will receive what God has promised.","Kandi muraba muli ba Kristo, muli muijukuru wa Iburahimu, nabagwetwa nkomurago okuguli."
" At one time you were not God's people, but now you are his people; at one time you did not know God's mercy, but now you have received his mercy.","ira abakaba batali bantu, baitu hati bunu muli bantu ba Ruhanga: abakaba bataganyirwe, baitu hati bunu muganyirwe. "
"If a family divides itself into groups which fight each other, that family will fall apart. ","Nenju obweraba ebaganizibwemu yonka, enju egi tesobora kuikaraho. "
"and their sight was restored. Jesus spoke sternly to them, “Don't tell this to anyone!”","Amaiso gabu gaiguka. Yesu yabatere’ra muno ati Mwerinde, omuntu wena aleke kukimanya. "
"So that disciple moved closer to Jesus' side and asked, “Who is it, Lord?”","Uwe abyamire omu kifuba kya Yesu nkokwakabali, yamugambira ati Mukama wange noha? "
"When the believers found out about this, they took Saul to Caesarea and sent him away to Tarsus.","Kandi bene babu obubamanyire, bamutwara Kaisaliya, bamusindika Taruso."
"You also teach, ‘If someone swears by the altar, he isn't bound by his vow; but if he swears by the gift on the altar, he is bound.’ ","kandi anyakurahira ekyoto, tikirikigambo; baitu anyakurahira ekisembo ekiroho, buli agwerirwe omusango. "
And they were amazed at Jesus.,"Yesu yabagambira ati Muheyoga hali Kaisali, ebya Kaisali, na Ruhanga, ebya Ruhanga. Bamuhuni’ra muno."
"She had a sister named Mary, who sat down at the feet of the Lord and listened to his teaching. ","Kandi akabanyina owanyina ibaralye Malyamu, ayaikalire ha bigere bya Mukama waitu, nahu’ra ekigambokye. "
"Avoid the passions of youth, and strive for righteousness, faith, love, and peace, together with those who with a pure heart call out to the Lord for help. ","Baitu okwegamba okwomu busigazi okuirukege, baitu ohonderege okuhiki’ra, nokuikiriza, nokugonza, nobusinge, hamu nabo abakunga Mukama waitu omu mutima ogusemezibwe. "
"“If you have ears, then, listen to what the Spirit says to the churches!","Anyakuina okutu, ahu're Omwoyo ekyagambira ekanisa."
After a while it grows up and becomes the biggest of all plants. It puts out such large branches that the birds come and make their nests in its shade.”,"kandi obukatemerwa kakura, kaba kokoto matagi amakoto: kandi enyonyi ezahagati zisobora okuikara omunda yekituru kyago."
"There was a large herd of pigs near by, feeding on a hillside. So the demons begged Jesus to let them go into the pigs, and he let them. ",Kandi hakaba haroho igana lyempunu enyingi nizirya ha rusozi: kandi ekamwesengereza agyohereze okuzitahamu. Yagyohereza 
But in this letter I have been quite bold about certain subjects of which I have reminded you. I have been bold because of the privilege God has given me ,"Kandi nyeyongire kake okubahandikira nobumanzi, ninsisana okubaijukya, obwembabazi ezinahairwe Ruhanga, "
"His faith did not leave him, and he did not doubt God's promise; his faith filled him with power, and he gave praise to God. ","nenda ya Sara ebaire efire: kandi omu murago gwa Ruhanga atagurukyegurukye obwokutaikiriza, "
Those who think they know something really don't know as they ought to know. ,"Omuntu wena obwaba nayetekereza amanyire ekigambo, tamanyire na kake, nkokukimusemerire okumanya; "
"And he also wanted to reveal his abundant glory, which was poured out on us who are the objects of his mercy, those of us whom he has prepared to receive his glory. ","kandi amanyise obuguda obwekinitinisakye hali ebindi ebyokuganyirwa ebiyatekanize hali ekitinisa, "
With him we are sending the brother who is highly respected in all the churches for his work in preaching the gospel. ,Kandi tukatuma hamu nauwe mwene waitu anyakusimwa omu njiri omu kanisa zona; 
" You have condemned and murdered innocent people, and they do not resist you.","Mukacwa omusango, mwaita ogu ahikirire; tarukurwana nainywe."
"But God has brought you into union with Christ Jesus, and God has made Christ to be our wisdom. By him we are put right with God; we become God's holy people and are set free. ","Baitu muli habwogu omu Kristo Yesu, ayafokere halitwe amagezi okuruga hali Ruhanga, nokuhiki’ra, nokusemezebwa, nokucungurwa: "
"Out of the fullness of his grace he has blessed us all, giving us one blessing after another. ","Baitu okuijurakwe itwena nukwo twahairweho, nembabazi omu kiikaro kyembabazi. "
I am so sure of you; I take such pride in you! In all our troubles I am still full of courage; I am running over with joy.,"Ningamba nobumanzi bwingi halinywe, nokwenyumiza kwange kwingi habwanyu: nyijuire okuhumuzibwa, nyijuire okusemererwa nsagire, omu mihito yaitu yona. "
"God raised him to his right side as Leader and Savior, to give the people of Israel the opportunity to repent and have their sins forgiven. ",Ogu Ruhanga akumunyumiza nomukonogwe ogwobulyo okuba Isareri okwegarukamu nokuihwaho ebibi. 
"But Jesus said, “Judas, is it with a kiss that you betray the Son of Man?”","Baitu Yesu yabagambira ati Yuda, nogobeza Omwana womuntu nokunywegera? "
" How terrible for them! They have followed the way that Cain took. For the sake of money they have given themselves over to the error that Balaam committed. They have rebelled as Korah rebelled, and like him they are destroyed. ","Ziribabona! baitu bakagendera omu muhanda gwa kaini, nibairikira nomukoijo omu kuhaba kwa Baramu obwempera, kandi bakabu’ra omu kuhakana kwa Kora. "
" For to every person who has something, even more will be given, and he will have more than enough; but the person who has nothing, even the little that he has will be taken away from him. ","Baitu wena anyakuina alihebwa, kandi alikizaho; baitu atanyina, alihibyaho na kiri ekyanyinakyo. "
" Then one of the elders said to me, “Don't cry. Look! The Lion from Judah's tribe, the great descendant of David, has won the victory, and he can break the seven seals and open the scroll.”","Kandi omu hali abakuru yangambira ati Ota'ra, dora, entale eyomu ruganda rwa Yuda, ekikoro kya Daudi, akasingura ekusuku'ra ekitabu nemanyikirizo zakyo omusanju. "
" And if your eye makes you lose your faith, take it out and throw it away! It is better for you to enter life with only one eye than to keep both eyes and be thrown into the fire of hell.","Baitu eriso lyawe obuliriba nirikutabaijura, oliihemu, olinage hara: kikusemerire okutaha omu bwomezi onyina eriso limu, okukira okunagwa omu Gehena eyomu’ro namaiso abiri. "
"Pilate wanted to set Jesus free, so he appealed to the crowd again. ","Pirato yagaruka okubagambira, nayenda okulekera Yesu; "
"They kept on stoning Stephen as he called out to the Lord, “Lord Jesus, receive my spirit!” ","Bamutera amabale Sitefano, uwe nasaba nagamba ati Mukama wange Yesu, twara omwoyo gwange. "
"They took courage, and every one of them also ate some food. ","Kandi bona baguma emitima, nabo bakwata ha byokulya. "
Then the three disciples saw Moses and Elijah talking with Jesus. ,Dora Musa na Eriya bakababonekera nibabaza nauwe. 
"Even the angels, who are so much stronger and mightier than these false teachers, do not accuse them with insults in the presence of the Lord. ",baitu bamaraika nobubaraba nibakira amani nobusobozi tibarukubabiriki’ra omu maiso ga Mukama. 
 And what about the seven loaves for the four thousand men? How many baskets did you fill? ,"Nobwekuba emigati mushanju hali abo enkumi ina, nebigega okubikaba biri ebimwasorize.? "
"Rather be glad that you are sharing Christ's sufferings, so that you may be full of joy when his glory is revealed. ","baitu obwokuterana omu kubonabonesebwa kwa Kristo, nukwo musemererwe; kandi ha kusuku’rwa kwekitinisakye inywe musemererwe nokukyanganuka kwingi muno. "
you will mourn and weep!,"Ziribabona inywe abaigusire hati bunu, baitu mulirumwa enjara. Ziribabona inywe abarukuseka hati bunu; baitu mubihirwa, muli’ra. "
Not far away there was a large herd of pigs feeding. ,Hakaba haloho entambu nambere bakaba bali igana eryempunu nyingi nizirya. 
" And God, who knows the thoughts of everyone, showed his approval of the Gentiles by giving the Holy Spirit to them, just as he had to us. ","Kandi Ruhanga, arukumanya omutima, akabali kaiso wabu obuyabahaire Omwoyo Ogurukwera, nkokuyatuhaire naitwe; "
"but if she does, she must remain single or else be reconciled to her husband; and a husband must not divorce his wife.","(baitu obwalyahukana aikalehoga okutaswerwa, rundi aterane niba); kandi omusaija atalireka mukaziwe. "
"I myself was once alive apart from law; but when the commandment came, sin sprang to life, ","Nanyowe ira nkabandi mwomezi hatali biragiro: baitu ebiragiro obubyaizire, ekibi kikagaruka omwomera, nanyowe nafa; "
"Then a man named Jairus arrived; he was an official in the local synagogue. He threw himself down at Jesus' feet and begged him to go to his home, ","Dora, hakaija omuntu, ibaralye Yairo, akabali omukuru wiso’rokaniro: yainama ha bigere bya Yesu namwesengereza okutaha omu njuye; "
"But after you have suffered for a little while, the God of all grace, who calls you to share his eternal glory in union with Christ, will himself perfect you and give you firmness, strength, and a sure foundation. ","Kandi Ruhanga owembabazi zona, ayabetire ekitinisakye ekyebiro nebiro omu Kristo, obumulimara okubonabonesebwaho akacu kake, nuwe alibahikiriza, alibagumya, alibaha amani. "
"They replied, “We are not allowed to put anyone to death.” ( ","Pirato yabagambira ati Mumutwale inywe, mumucwere omusango, nkebiragiro byanyu okubirir. Abayudaya bagamba ngu Kitaturagirwe kuita muntu wena. "
“Have you ever known one of the authorities or one Pharisee to believe in him? ,"Araha hali abakuru ayamuikirize, "
" But even then God was not pleased with most of them, and so their dead bodies were scattered over the desert.",Baitu baingi halibo Ruhanga atabasime: baitu bakahwerekerexebwa omu irungu. 
"I am all the more eager, then, to send him to you, so that you will be glad again when you see him, and my own sorrow will disappear. ","Nikyo nyekambire okumutuma, inywe musemererwe obumuligaruka okumurora, nobujune bwange bundugeho kake. "
At the same time God added his witness to theirs by performing all kinds of miracles and wonders and by distributing the gifts of the Holy Spirit according to his will.,"Ruhanga nafoka kaiso hamu nabo omu bwokuro'raho, nebyamahano, nebyamani bingi, nomu bisembo Ebyomwoyo Ogurukwera nkokuyagondeze wenka."
There is nothing in us that allows us to claim that we are capable of doing this work. The capacity we have comes from God; ,baitu itwe titunyina busobozi okutekereza ekigambo kyona habwaitu itwenka; baitu obusobozi bwaitu nuburuga hali Ruhanga: 
